user_id,week_start_date,sessions,avg_session_time,engagement_score,last_active_date
U0011,08-09-2025,2,8.27,16.54,08-09-2025
U0011,15-09-2025,5,7.25,36.25,20-09-2025
U0011,22-09-2025,3,12.51,37.53,26-09-2025
U0011,29-09-2025,2,,,04-10-2025
U0011,06-10-2025,3,9.53,,09-10-2025
U0012,28-07-2025,2,1.7,3.4,28-07-2025
U0012,04-08-2025,8,5.19,41.52,06-08-2025
U0012,11-08-2025,1,3.71,3.71,16-08-2025
U0012,18-08-2025,2,10.58,21.16,20-08-2025
U0012,25-08-2025,6,7.34,44.04,30-08-2025
U0012,01-09-2025,6,9.31,55.86,05-09-2025
U0012,08-09-2025,0,12.42,0,10-09-2025
U0012,15-09-2025,11,7.78,85.58,20-09-2025
U0012,22-09-2025,0,9,0,
U0012,29-09-2025,11,8.04,88.44,30-09-2025
U0013,08-09-2025,0,5.37,0,
U0013,15-09-2025,4,17.64,70.56,21-09-2025
U0013,22-09-2025,4,6.85,27.4,
U0013,29-09-2025,5,8.49,42.45,05-10-2025
U0013,06-10-2025,6,10.26,61.56,07-10-2025
U0014,18-08-2025,1,10.23,10.23,24-08-2025
U0014,25-08-2025,0,13.54,0,
U0014,01-09-2025,6,4.45,26.7,07-09-2025
U0014,08-09-2025,4,3.14,12.56,12-09-2025
U0014,15-09-2025,2,11.04,22.08,16-09-2025
U0014,22-09-2025,0,9.31,0,25-09-2025
U0014,29-09-2025,3,9.46,28.38,03-10-2025
U0014,06-10-2025,7,,,
U0015,08-09-2025,11,6.09,66.99,13-09-2025
U0015,15-09-2025,3,9.17,27.51,20-09-2025
U0015,22-09-2025,1,13.25,13.25,22-09-2025
U0015,29-09-2025,4,13.56,54.24,29-09-2025
U0015,06-10-2025,5,11.89,59.45,11-10-2025
U0016,08-09-2025,6,4.36,26.16,10-09-2025
U0016,15-09-2025,0,9.69,0,
U0016,22-09-2025,5,8.02,,24-09-2025
U0016,29-09-2025,6,8.28,49.68,02-10-2025
U0016,06-10-2025,2,5.09,10.18,10-10-2025
U0017,11-08-2025,6,2.64,15.84,11-08-2025
U0017,18-08-2025,2,13.65,27.3,20-08-2025
U0017,25-08-2025,5,7.05,35.25,26-08-2025
U0017,01-09-2025,5,13.95,69.75,01-09-2025
U0017,08-09-2025,0,8.74,0,
U0017,15-09-2025,2,10.44,20.88,17-09-2025
U0017,22-09-2025,9,12.47,112.23,24-09-2025
U0017,29-09-2025,1,8.94,8.94,01-10-2025
U0017,06-10-2025,0,4.67,0,
U0018,01-09-2025,1,8.01,8.01,07-09-2025
U0018,08-09-2025,2,1.82,3.64,10-09-2025
U0018,15-09-2025,2,3.63,7.26,
U0018,22-09-2025,2,2.81,5.62,24-09-2025
U0018,29-09-2025,6,11.5,69,05-10-2025
U0018,06-10-2025,6,7.9,47.4,09-10-2025
U0019,18-08-2025,5,5.62,28.1,19-08-2025
U0019,25-08-2025,4,8.37,33.48,27-08-2025
U0019,01-09-2025,1,5.12,5.12,04-09-2025
U0019,08-09-2025,2,8.2,16.4,11-09-2025
U0019,15-09-2025,5,2.43,12.15,19-09-2025
U0019,22-09-2025,5,8.47,42.35,
U0019,29-09-2025,2,8.14,16.28,04-10-2025
U0019,06-10-2025,6,,,12-10-2025
U0020,21-07-2025,1,8.98,8.98,21-07-2025
U0020,28-07-2025,3,6.85,20.55,31-07-2025
U0020,04-08-2025,2,10.08,20.16,07-08-2025
U0020,11-08-2025,1,7.93,7.93,14-08-2025
U0020,18-08-2025,5,6.63,33.15,18-08-2025
U0020,25-08-2025,,6.39,,26-08-2025
U0020,01-09-2025,0,3.79,0,
U0020,08-09-2025,1,4.07,4.07,10-09-2025
U0020,15-09-2025,3,6.87,20.61,
U0020,22-09-2025,4,7.73,30.92,26-09-2025
U0021,28-07-2025,9,11.65,104.85,28-07-2025
U0021,04-08-2025,1,6.84,6.84,09-08-2025
U0021,11-08-2025,1,6.76,6.76,17-08-2025
U0021,18-08-2025,3,6.13,18.39,23-08-2025
U0021,25-08-2025,7,11.28,78.96,25-08-2025
U0021,01-09-2025,1,11.27,11.27,07-09-2025
U0021,08-09-2025,4,8.38,33.52,11-09-2025
U0021,15-09-2025,1,12.83,12.83,20-09-2025
U0021,22-09-2025,10,11.9,119,25-09-2025
U0021,29-09-2025,1,8.5,8.5,04-10-2025
U0022,08-09-2025,1,13.54,13.54,10-09-2025
U0022,15-09-2025,0,11.03,0,
U0022,22-09-2025,6,7.34,44.04,23-09-2025
U0022,29-09-2025,6,,,29-09-2025
U0022,06-10-2025,0,8.67,0,
U0023,08-09-2025,1,4.94,4.94,14-09-2025
U0023,15-09-2025,1,7.61,7.61,21-09-2025
U0023,22-09-2025,6,4.31,25.86,24-09-2025
U0023,29-09-2025,3,6.13,18.39,02-10-2025
U0023,06-10-2025,7,7.39,51.73,06-10-2025
U0024,08-09-2025,0,7.62,0,
U0024,15-09-2025,2,9.15,18.3,16-09-2025
U0024,22-09-2025,3,10.62,31.86,23-09-2025
U0024,29-09-2025,5,10.82,54.1,03-10-2025
U0024,06-10-2025,1,5.82,5.82,10-10-2025
U0025,28-07-2025,8,5.3,42.4,29-07-2025
U0025,04-08-2025,4,5.83,23.32,10-08-2025
U0025,11-08-2025,0,10.58,0,
U0025,18-08-2025,4,11.12,44.48,19-08-2025
U0025,25-08-2025,4,0.73,2.92,27-08-2025
U0025,01-09-2025,3,4.79,14.37,07-09-2025
U0025,08-09-2025,7,8.81,61.67,11-09-2025
U0025,15-09-2025,1,4.66,,16-09-2025
U0025,22-09-2025,7,4.48,31.36,27-09-2025
U0025,29-09-2025,0,10.41,0,
U0026,04-08-2025,6,5.16,30.96,07-08-2025
U0026,11-08-2025,7,5.68,39.76,16-08-2025
U0026,18-08-2025,1,1.34,1.34,21-08-2025
U0026,25-08-2025,9,5.65,50.85,
U0026,01-09-2025,6,7.03,42.18,01-09-2025
U0026,08-09-2025,8,5.72,,09-09-2025
U0026,15-09-2025,6,9.55,57.3,21-09-2025
U0026,22-09-2025,1,5.05,5.05,
U0026,29-09-2025,2,5.13,10.26,05-10-2025
U0026,06-10-2025,1,8.83,8.83,12-10-2025
U0027,21-07-2025,1,4.98,4.98,23-07-2025
U0027,28-07-2025,0,5.43,0,
U0027,04-08-2025,3,5.24,15.72,04-08-2025
U0027,11-08-2025,6,5.92,35.52,15-08-2025
U0027,18-08-2025,6,6.06,36.36,22-08-2025
U0027,25-08-2025,0,3.85,0,
U0027,01-09-2025,3,9.98,29.94,05-09-2025
U0027,08-09-2025,1,6.94,6.94,10-09-2025
U0027,15-09-2025,7,8.93,62.51,21-09-2025
U0027,22-09-2025,6,8.63,51.78,23-09-2025
U0028,08-09-2025,0,13.01,,
U0028,15-09-2025,5,11.72,58.6,19-09-2025
U0028,22-09-2025,1,6.5,6.5,25-09-2025
U0028,29-09-2025,1,8.03,8.03,02-10-2025
U0028,06-10-2025,1,5.13,5.13,10-10-2025
U0029,25-08-2025,2,9.34,18.68,28-08-2025
U0029,01-09-2025,4,3.7,14.8,04-09-2025
U0029,08-09-2025,6,8.72,52.32,12-09-2025
U0029,15-09-2025,0,12.76,0,
U0029,22-09-2025,2,10.07,20.14,25-09-2025
U0029,29-09-2025,7,14.21,99.47,04-10-2025
U0029,06-10-2025,6,,,09-10-2025
U0030,08-09-2025,9,11.17,100.53,09-09-2025
U0030,15-09-2025,4,5.49,21.96,17-09-2025
U0030,22-09-2025,8,5.27,42.16,23-09-2025
U0030,29-09-2025,4,6.36,25.44,04-10-2025
U0030,06-10-2025,3,9.44,28.32,11-10-2025
U0031,21-07-2025,10,9.97,99.7,25-07-2025
U0031,28-07-2025,8,9.87,78.96,30-07-2025
U0031,04-08-2025,9,3.61,32.49,04-08-2025
U0031,11-08-2025,1,3.99,3.99,13-08-2025
U0031,18-08-2025,6,12.45,,22-08-2025
U0031,25-08-2025,3,7.28,21.84,29-08-2025
U0031,01-09-2025,0,,,05-09-2025
U0031,08-09-2025,4,7,28,10-09-2025
U0031,15-09-2025,1,3.22,3.22,20-09-2025
U0031,22-09-2025,6,7.23,43.38,24-09-2025
U0032,25-08-2025,3,10.49,31.47,
U0032,01-09-2025,1,6.09,6.09,04-09-2025
U0032,08-09-2025,6,8.3,49.8,14-09-2025
U0032,15-09-2025,0,7.37,0,
U0032,22-09-2025,0,10.9,0,
U0032,29-09-2025,2,6.16,12.32,
U0032,06-10-2025,6,11.69,70.14,07-10-2025
U0033,08-09-2025,7,4.75,33.25,10-09-2025
U0033,15-09-2025,2,11.45,22.9,21-09-2025
U0033,22-09-2025,1,7.9,7.9,24-09-2025
U0033,29-09-2025,2,4.99,9.98,03-10-2025
U0033,06-10-2025,5,10.06,50.3,07-10-2025
U0034,01-09-2025,10,4.84,48.4,01-09-2025
U0034,08-09-2025,4,7.11,28.44,10-09-2025
U0034,15-09-2025,2,12.23,24.46,17-09-2025
U0034,22-09-2025,2,11.13,22.26,28-09-2025
U0034,29-09-2025,5,9.61,48.05,29-09-2025
U0034,06-10-2025,,6.95,,
U0035,11-08-2025,2,15.38,30.76,14-08-2025
U0035,18-08-2025,8,8.61,68.88,24-08-2025
U0035,25-08-2025,8,9.02,72.16,30-08-2025
U0035,01-09-2025,5,7.39,36.95,01-09-2025
U0035,08-09-2025,1,6.31,6.31,13-09-2025
U0035,15-09-2025,2,8.1,16.2,16-09-2025
U0035,22-09-2025,0,3.23,0,
U0035,29-09-2025,8,3.31,26.48,29-09-2025
U0035,06-10-2025,6,13.29,79.74,
U0036,21-07-2025,4,11,44,27-07-2025
U0036,28-07-2025,3,8.87,26.61,28-07-2025
U0036,04-08-2025,5,6.87,34.35,04-08-2025
U0036,11-08-2025,2,10.32,20.64,13-08-2025
U0036,18-08-2025,2,4.61,9.22,24-08-2025
U0036,25-08-2025,0,9.18,0,29-08-2025
U0036,01-09-2025,3,6.48,19.44,03-09-2025
U0036,08-09-2025,1,8.62,8.62,10-09-2025
U0036,15-09-2025,0,10.05,0,
U0036,22-09-2025,0,10.62,0,
U0037,21-07-2025,3,10.33,30.99,27-07-2025
U0037,28-07-2025,6,6.6,39.6,03-08-2025
U0037,04-08-2025,2,11.25,22.5,06-08-2025
U0037,11-08-2025,,3.1,,13-08-2025
U0037,18-08-2025,3,5.31,15.93,23-08-2025
U0037,25-08-2025,3,4.07,12.21,25-08-2025
U0037,01-09-2025,5,4.4,22,05-09-2025
U0037,08-09-2025,1,5.17,5.17,13-09-2025
U0037,15-09-2025,6,8.89,53.34,16-09-2025
U0037,22-09-2025,4,11.23,44.92,28-09-2025
U0038,21-07-2025,0,5.18,0,
U0038,28-07-2025,3,6.7,,31-07-2025
U0038,04-08-2025,0,8.09,0,
U0038,11-08-2025,1,8.67,8.67,12-08-2025
U0038,18-08-2025,1,5,5,20-08-2025
U0038,25-08-2025,3,5.76,17.28,26-08-2025
U0038,01-09-2025,7,4.61,32.27,01-09-2025
U0038,08-09-2025,0,12.25,0,
U0038,15-09-2025,0,3.38,0,
U0038,22-09-2025,1,3.04,3.04,
U0039,21-07-2025,1,6.07,6.07,23-07-2025
U0039,28-07-2025,0,8.06,0,
U0039,04-08-2025,1,8.3,8.3,04-08-2025
U0039,11-08-2025,0,8.93,0,
U0039,18-08-2025,7,7.15,50.05,19-08-2025
U0039,25-08-2025,6,11.66,69.96,25-08-2025
U0039,01-09-2025,3,8.91,26.73,01-09-2025
U0039,08-09-2025,8,10.06,80.48,09-09-2025
U0039,15-09-2025,2,4.96,9.92,21-09-2025
U0039,22-09-2025,8,9.7,77.6,
U0040,25-08-2025,1,12.45,12.45,30-08-2025
U0040,01-09-2025,1,5.58,5.58,01-09-2025
U0040,08-09-2025,4,9.23,36.92,12-09-2025
U0040,15-09-2025,7,16.47,115.29,16-09-2025
U0040,22-09-2025,0,5.11,0,
U0040,29-09-2025,1,5.1,5.1,30-09-2025
U0040,06-10-2025,6,5.17,31.02,07-10-2025
U0041,21-07-2025,2,13.31,26.62,24-07-2025
U0041,28-07-2025,0,,,
U0041,04-08-2025,9,9.8,88.2,10-08-2025
U0041,11-08-2025,,7.96,,14-08-2025
U0041,18-08-2025,3,6.01,18.03,18-08-2025
U0041,25-08-2025,4,7.21,28.84,27-08-2025
U0041,01-09-2025,0,10.45,0,
U0041,08-09-2025,0,,,
U0041,15-09-2025,0,3.03,0,18-09-2025
U0041,22-09-2025,2,7.38,14.76,22-09-2025
U0042,14-07-2025,1,6.97,6.97,19-07-2025
U0042,21-07-2025,1,,,25-07-2025
U0042,28-07-2025,3,12.49,37.47,28-07-2025
U0042,04-08-2025,4,1.81,7.24,04-08-2025
U0042,11-08-2025,5,11.76,58.8,15-08-2025
U0042,18-08-2025,5,12.01,60.05,23-08-2025
U0042,25-08-2025,,8.13,,
U0042,01-09-2025,1,14.31,,03-09-2025
U0042,08-09-2025,2,10.85,21.7,14-09-2025
U0042,15-09-2025,5,7.4,37,19-09-2025
U0043,21-07-2025,1,7.84,7.84,26-07-2025
U0043,28-07-2025,14,6.17,86.38,03-08-2025
U0043,04-08-2025,,4.95,,
U0043,11-08-2025,7,,,13-08-2025
U0043,18-08-2025,10,7.28,72.8,20-08-2025
U0043,25-08-2025,1,5.22,5.22,30-08-2025
U0043,01-09-2025,1,9.04,9.04,04-09-2025
U0043,08-09-2025,4,4.23,16.92,08-09-2025
U0043,15-09-2025,0,11.91,0,
U0043,22-09-2025,6,7.43,44.58,27-09-2025
U0044,08-09-2025,5,5.62,28.1,14-09-2025
U0044,15-09-2025,0,8.55,0,
U0044,22-09-2025,1,2.96,2.96,
U0044,29-09-2025,0,11.04,0,
U0044,06-10-2025,1,6.2,6.2,12-10-2025
U0045,28-07-2025,3,4.27,12.81,30-07-2025
U0045,04-08-2025,0,9.48,0,04-08-2025
U0045,11-08-2025,7,5.58,39.06,17-08-2025
U0045,18-08-2025,1,11.64,11.64,18-08-2025
U0045,25-08-2025,0,11.68,0,28-08-2025
U0045,01-09-2025,5,9.38,46.9,
U0045,08-09-2025,6,10.87,65.22,10-09-2025
U0045,15-09-2025,4,7.63,30.52,19-09-2025
U0045,22-09-2025,2,5.52,11.04,23-09-2025
U0045,29-09-2025,0,9.86,0,
U0046,28-07-2025,0,6.47,0,28-07-2025
U0046,04-08-2025,0,11.35,0,04-08-2025
U0046,11-08-2025,3,13.1,39.3,15-08-2025
U0046,18-08-2025,2,10.26,20.52,20-08-2025
U0046,25-08-2025,2,9.63,19.26,26-08-2025
U0046,01-09-2025,0,9.14,0,
U0046,08-09-2025,3,8.84,26.52,11-09-2025
U0046,15-09-2025,9,1.84,,19-09-2025
U0046,22-09-2025,1,6.98,6.98,27-09-2025
U0046,29-09-2025,7,11.68,81.76,30-09-2025
U0047,18-08-2025,7,7.12,49.84,23-08-2025
U0047,25-08-2025,7,5.31,37.17,31-08-2025
U0047,01-09-2025,6,,,06-09-2025
U0047,08-09-2025,5,6.7,,11-09-2025
U0047,15-09-2025,6,11.13,66.78,17-09-2025
U0047,22-09-2025,5,15.77,78.85,27-09-2025
U0047,29-09-2025,5,7.74,38.7,05-10-2025
U0047,06-10-2025,1,8.62,8.62,07-10-2025
U0048,04-08-2025,1,7.48,7.48,07-08-2025
U0048,11-08-2025,3,10.95,32.85,16-08-2025
U0048,18-08-2025,2,3.83,7.66,20-08-2025
U0048,25-08-2025,1,6.61,6.61,25-08-2025
U0048,01-09-2025,5,6.87,34.35,02-09-2025
U0048,08-09-2025,2,9.92,19.84,08-09-2025
U0048,15-09-2025,5,7.17,35.85,15-09-2025
U0048,22-09-2025,3,9.25,27.75,25-09-2025
U0048,29-09-2025,8,7.31,58.48,29-09-2025
U0048,06-10-2025,4,9.71,,08-10-2025
U0049,08-09-2025,6,8.16,48.96,13-09-2025
U0049,15-09-2025,2,10.35,20.7,17-09-2025
U0049,22-09-2025,2,7.12,14.24,26-09-2025
U0049,29-09-2025,2,10.77,21.54,30-09-2025
U0049,06-10-2025,5,4.72,23.6,08-10-2025
U0050,18-08-2025,3,6.99,20.97,20-08-2025
U0050,25-08-2025,2,7.51,15.02,
U0050,01-09-2025,9,3.29,29.61,07-09-2025
U0050,08-09-2025,7,10.97,76.79,10-09-2025
U0050,15-09-2025,4,10.23,40.92,19-09-2025
U0050,22-09-2025,1,7.65,7.65,27-09-2025
U0050,29-09-2025,5,5.67,28.35,04-10-2025
U0050,06-10-2025,0,8.57,0,
U0051,28-07-2025,3,3.79,11.37,01-08-2025
U0051,04-08-2025,4,8.42,33.68,06-08-2025
U0051,11-08-2025,0,3.46,0,
U0051,18-08-2025,3,5.35,16.05,24-08-2025
U0051,25-08-2025,3,9.98,29.94,29-08-2025
U0051,01-09-2025,4,7.05,28.2,07-09-2025
U0051,08-09-2025,3,9.05,27.15,13-09-2025
U0051,15-09-2025,2,3.72,7.44,21-09-2025
U0051,22-09-2025,2,10.18,20.36,24-09-2025
U0051,29-09-2025,2,9.45,18.9,03-10-2025
U0052,21-07-2025,3,7.96,23.88,
U0052,28-07-2025,2,,,01-08-2025
U0052,04-08-2025,1,8.76,8.76,08-08-2025
U0052,11-08-2025,3,8.99,26.97,17-08-2025
U0052,18-08-2025,5,5.02,25.1,22-08-2025
U0052,25-08-2025,2,,,27-08-2025
U0052,01-09-2025,7,11.56,80.92,04-09-2025
U0052,08-09-2025,5,9.15,45.75,13-09-2025
U0052,15-09-2025,7,7.67,53.69,
U0052,22-09-2025,3,5.65,16.95,28-09-2025
U0053,28-07-2025,7,0.2,1.4,03-08-2025
U0053,04-08-2025,0,13.67,0,
U0053,11-08-2025,2,6.8,13.6,14-08-2025
U0053,18-08-2025,5,6.74,33.7,24-08-2025
U0053,25-08-2025,2,3.95,7.9,26-08-2025
U0053,01-09-2025,3,6.58,19.74,05-09-2025
U0053,08-09-2025,7,7.6,53.2,12-09-2025
U0053,15-09-2025,5,8.14,40.7,21-09-2025
U0053,22-09-2025,2,1.71,3.42,24-09-2025
U0053,29-09-2025,3,,,02-10-2025
U0054,11-08-2025,2,2.76,5.52,14-08-2025
U0054,18-08-2025,6,6.72,40.32,19-08-2025
U0054,25-08-2025,0,4.05,0,
U0054,01-09-2025,2,0.36,0.72,01-09-2025
U0054,08-09-2025,0,8.59,0,
U0054,15-09-2025,3,7.77,23.31,20-09-2025
U0054,22-09-2025,5,4.49,22.45,23-09-2025
U0054,29-09-2025,5,7.7,38.5,
U0054,06-10-2025,1,6.71,6.71,08-10-2025
U0055,11-08-2025,2,,,16-08-2025
U0055,18-08-2025,0,4.21,0,
U0055,25-08-2025,1,8.45,8.45,30-08-2025
U0055,01-09-2025,4,7.69,30.76,01-09-2025
U0055,08-09-2025,3,7.71,23.13,12-09-2025
U0055,15-09-2025,0,7.58,0,15-09-2025
U0055,22-09-2025,8,3.54,28.32,24-09-2025
U0055,29-09-2025,8,8.41,67.28,03-10-2025
U0055,06-10-2025,1,7.12,7.12,08-10-2025
U0056,21-07-2025,1,10.34,10.34,26-07-2025
U0056,28-07-2025,9,16.45,148.05,28-07-2025
U0056,04-08-2025,1,4.09,4.09,08-08-2025
U0056,11-08-2025,3,7.33,21.99,12-08-2025
U0056,18-08-2025,3,14.04,42.12,22-08-2025
U0056,25-08-2025,6,6.27,37.62,31-08-2025
U0056,01-09-2025,7,12.1,84.7,05-09-2025
U0056,08-09-2025,6,7.13,42.78,09-09-2025
U0056,15-09-2025,0,6.52,0,
U0056,22-09-2025,3,7.53,22.59,22-09-2025
U0057,25-08-2025,2,7.04,14.08,30-08-2025
U0057,01-09-2025,7,8.36,58.52,06-09-2025
U0057,08-09-2025,6,5.61,33.66,14-09-2025
U0057,15-09-2025,5,8.11,40.55,19-09-2025
U0057,22-09-2025,2,10.88,,24-09-2025
U0057,29-09-2025,6,8.58,51.48,02-10-2025
U0057,06-10-2025,0,11.31,0,09-10-2025
U0058,18-08-2025,7,10.46,73.22,24-08-2025
U0058,25-08-2025,2,5.89,11.78,26-08-2025
U0058,01-09-2025,4,2.05,8.2,02-09-2025
U0058,08-09-2025,6,5.81,34.86,14-09-2025
U0058,15-09-2025,,1.43,,
U0058,22-09-2025,8,12.1,96.8,26-09-2025
U0058,29-09-2025,0,3.64,0,04-10-2025
U0058,06-10-2025,8,8.63,69.04,
U0059,25-08-2025,0,7.84,0,
U0059,01-09-2025,0,10.83,0,
U0059,08-09-2025,,13.91,,
U0059,15-09-2025,5,9.89,49.45,20-09-2025
U0059,22-09-2025,6,4.73,28.38,25-09-2025
U0059,29-09-2025,5,10.54,52.7,03-10-2025
U0059,06-10-2025,0,9.42,0,
U0060,11-08-2025,3,4.33,12.99,13-08-2025
U0060,18-08-2025,5,10.37,51.85,24-08-2025
U0060,25-08-2025,2,11.63,23.26,31-08-2025
U0060,01-09-2025,2,16.72,33.44,07-09-2025
U0060,08-09-2025,1,8.33,8.33,08-09-2025
U0060,15-09-2025,2,8.93,17.86,17-09-2025
U0060,22-09-2025,0,6.93,0,
U0060,29-09-2025,7,12.46,87.22,30-09-2025
U0060,06-10-2025,3,8.52,25.56,08-10-2025
U0061,01-09-2025,0,,,
U0061,08-09-2025,2,8.4,16.8,11-09-2025
U0061,15-09-2025,4,7.97,31.88,20-09-2025
U0061,22-09-2025,2,9.62,19.24,25-09-2025
U0061,29-09-2025,4,15.9,63.6,29-09-2025
U0061,06-10-2025,,12.95,,12-10-2025
U0062,25-08-2025,4,12.89,51.56,29-08-2025
U0062,01-09-2025,,8.39,,
U0062,08-09-2025,4,6.82,27.28,09-09-2025
U0062,15-09-2025,,8.65,,
U0062,22-09-2025,1,11.87,11.87,23-09-2025
U0062,29-09-2025,3,7.9,23.7,01-10-2025
U0062,06-10-2025,1,5.24,5.24,12-10-2025
U0063,28-07-2025,5,7.02,35.1,01-08-2025
U0063,04-08-2025,5,8.94,44.7,04-08-2025
U0063,11-08-2025,3,1.67,5.01,17-08-2025
U0063,18-08-2025,0,10.65,0,
U0063,25-08-2025,3,6.38,19.14,26-08-2025
U0063,01-09-2025,3,10.04,30.12,06-09-2025
U0063,08-09-2025,1,,,08-09-2025
U0063,15-09-2025,3,7.34,22.02,21-09-2025
U0063,22-09-2025,8,7.57,60.56,25-09-2025
U0063,29-09-2025,2,11.07,22.14,30-09-2025
U0064,11-08-2025,2,11.85,23.7,16-08-2025
U0064,18-08-2025,0,9.89,0,
U0064,25-08-2025,4,8.09,32.36,28-08-2025
U0064,01-09-2025,0,4.05,0,
U0064,08-09-2025,5,4.37,21.85,13-09-2025
U0064,15-09-2025,4,10.33,41.32,18-09-2025
U0064,22-09-2025,5,9.42,47.1,28-09-2025
U0064,29-09-2025,0,7.74,0,
U0064,06-10-2025,4,5.59,22.36,09-10-2025
U0065,28-07-2025,0,7.68,0,
U0065,04-08-2025,0,10.58,0,
U0065,11-08-2025,2,10.99,21.98,17-08-2025
U0065,18-08-2025,9,12.62,113.58,18-08-2025
U0065,25-08-2025,0,10.01,0,
U0065,01-09-2025,,10.37,,
U0065,08-09-2025,2,9.77,19.54,14-09-2025
U0065,15-09-2025,1,6.41,6.41,20-09-2025
U0065,22-09-2025,6,4.51,27.06,23-09-2025
U0065,29-09-2025,2,9.06,18.12,05-10-2025
U0066,01-09-2025,1,10.13,10.13,05-09-2025
U0066,08-09-2025,8,7.14,57.12,08-09-2025
U0066,15-09-2025,2,4.56,9.12,21-09-2025
U0066,22-09-2025,4,8.42,33.68,27-09-2025
U0066,29-09-2025,1,8.33,8.33,02-10-2025
U0066,06-10-2025,0,10.05,0,
U0067,11-08-2025,3,5.11,15.33,15-08-2025
